時刻,EventID,イベント種別,分類,対象,対象種別,対象種別備考,プロセス名,プロセスID,ユーザー,アクセス内容,HandleId,RecordId
2026-07-20 06:58:23.632972,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6b74,3915078
2026-07-20 06:58:23.632973,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6b74,3915079
2026-07-20 06:58:23.654975,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6390,3915080
2026-07-20 06:58:23.655019,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x4b04,3915081
2026-07-20 06:58:23.657784,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, Synchronize (0x100001)",0x4b04,3915084
2026-07-20 06:58:23.657787,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x4b04,3915085
2026-07-20 06:58:23.657789,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x4b04,3915086
2026-07-20 06:58:23.658497,4656,ハンドル要求,シグナル,D:\tmp\ProbeTest\SourceFolders\MoveFolderSource,判別不明,拡張子なし、かつ記録時点で対象が存在しないため判定不能(削除・リネーム等の可能性),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ReadAttributes, Delete, Synchronize (0x110080)",0x4b04,3915089
2026-07-20 06:58:23.658501,4663,アクセス試行,シグナル,D:\tmp\ProbeTest\SourceFolders\MoveFolderSource,判別不明,拡張子なし、かつ記録時点で対象が存在しないため判定不能(削除・リネーム等の可能性),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,Delete (0x10000),0x4b04,3915090
2026-07-20 06:58:23.658511,4656,ハンドル要求,シグナル,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"CreateDirectories, Synchronize (0x100004)",0x59e4,3915091
2026-07-20 06:58:23.658514,4663,アクセス試行,シグナル,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,CreateDirectories (0x4),0x59e4,3915092
2026-07-20 06:58:23.658679,4658,ハンドルクローズ,シグナル,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x59e4,3915093
2026-07-20 06:58:23.658705,4658,ハンドルクローズ,シグナル,D:\tmp\ProbeTest\SourceFolders\MoveFolderSource,判別不明,拡張子なし、かつ記録時点で対象が存在しないため判定不能(削除・リネーム等の可能性),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x4b04,3915094
2026-07-20 06:58:23.658940,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x4b04,3915097
2026-07-20 06:58:23.658943,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x4b04,3915098
2026-07-20 06:58:23.658981,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x4b04,3915099
2026-07-20 06:58:23.660035,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x48a4,3915102
2026-07-20 06:58:23.660039,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x48a4,3915103
2026-07-20 06:58:23.660191,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x580c,3915106
2026-07-20 06:58:23.660194,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x580c,3915107
2026-07-20 06:58:23.786544,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x5ff0,3915110
2026-07-20 06:58:23.786552,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5ff0,3915111
2026-07-20 06:58:23.786555,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5ff0,3915112
2026-07-20 06:58:23.788345,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x5494,3915115
2026-07-20 06:58:23.788349,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5494,3915116
2026-07-20 06:58:23.788366,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5494,3915117
2026-07-20 06:58:23.798317,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x20b8,3915120
2026-07-20 06:58:23.798324,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x20b8,3915121
2026-07-20 06:58:23.798333,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x20b8,3915122
2026-07-20 06:58:23.833560,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6374,3915125
2026-07-20 06:58:23.833565,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6374,3915126
2026-07-20 06:58:23.833567,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6374,3915127
2026-07-20 06:58:24.915303,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6020,3915130
2026-07-20 06:58:24.915305,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6020,3915131
2026-07-20 06:58:24.915510,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6a40,3915134
2026-07-20 06:58:24.915514,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6a40,3915135
2026-07-20 06:58:24.915670,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x68d8,3915138
2026-07-20 06:58:24.915673,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x68d8,3915139
2026-07-20 06:58:24.924231,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x3dbc,3915142
2026-07-20 06:58:24.924236,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x3dbc,3915143
2026-07-20 06:58:24.924341,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x3dbc,3915144
2026-07-20 06:58:24.942407,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x48a4,3915145
2026-07-20 06:58:24.942483,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x580c,3915146
2026-07-20 06:58:28.802025,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6a40,3915147
2026-07-20 06:58:28.802084,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x68d8,3915148
2026-07-20 06:58:28.803113,4656,ハンドル要求,シグナル,D:\tmp\ProbeTest\SourceFolders\RenameFolderSource,判別不明,拡張子なし、かつ記録時点で対象が存在しないため判定不能(削除・リネーム等の可能性),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ReadAttributes, Delete, Synchronize (0x110080)",0x6a40,3915151
2026-07-20 06:58:28.803116,4663,アクセス試行,シグナル,D:\tmp\ProbeTest\SourceFolders\RenameFolderSource,判別不明,拡張子なし、かつ記録時点で対象が存在しないため判定不能(削除・リネーム等の可能性),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,Delete (0x10000),0x6a40,3915152
2026-07-20 06:58:28.803122,4656,ハンドル要求,シグナル,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"CreateDirectories, Synchronize (0x100004)",0x6d54,3915153
2026-07-20 06:58:28.803125,4663,アクセス試行,シグナル,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,CreateDirectories (0x4),0x6d54,3915154
2026-07-20 06:58:28.803365,4658,ハンドルクローズ,シグナル,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6d54,3915155
2026-07-20 06:58:28.803367,4658,ハンドルクローズ,シグナル,D:\tmp\ProbeTest\SourceFolders\RenameFolderSource,判別不明,拡張子なし、かつ記録時点で対象が存在しないため判定不能(削除・リネーム等の可能性),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6a40,3915156
2026-07-20 06:58:28.803788,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6278,3915159
2026-07-20 06:58:28.803791,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6278,3915160
2026-07-20 06:58:28.803942,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x5cc4,3915163
2026-07-20 06:58:28.803947,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5cc4,3915164
2026-07-20 06:58:28.931249,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6630,3915167
2026-07-20 06:58:28.931261,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6630,3915168
2026-07-20 06:58:28.931263,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6630,3915169
2026-07-20 06:58:28.932153,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6630,3915172
2026-07-20 06:58:28.932157,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6630,3915173
2026-07-20 06:58:28.932159,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6630,3915174
2026-07-20 06:58:28.932837,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6630,3915177
2026-07-20 06:58:28.932840,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6630,3915178
2026-07-20 06:58:28.932842,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6630,3915179
2026-07-20 06:58:28.933776,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x60d4,3915182
2026-07-20 06:58:28.933793,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x60d4,3915183
2026-07-20 06:58:28.933813,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x60d4,3915184
2026-07-20 06:58:28.934418,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6034,3915187
2026-07-20 06:58:28.934421,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6034,3915188
2026-07-20 06:58:28.934423,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6034,3915189
2026-07-20 06:58:28.942946,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x5910,3915192
2026-07-20 06:58:28.942950,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5910,3915193
2026-07-20 06:58:28.942952,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5910,3915194
2026-07-20 06:58:28.943066,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x5910,3915197
2026-07-20 06:58:28.943069,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5910,3915198
2026-07-20 06:58:28.943094,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5910,3915199
2026-07-20 06:58:30.141114,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x54c8,3915202
2026-07-20 06:58:30.141116,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x54c8,3915203
2026-07-20 06:58:30.141541,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x4898,3915206
2026-07-20 06:58:30.141546,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x4898,3915207
2026-07-20 06:58:30.141717,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x5768,3915210
2026-07-20 06:58:30.141719,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5768,3915211
2026-07-20 06:58:30.151721,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6894,3915214
2026-07-20 06:58:30.151728,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6894,3915215
2026-07-20 06:58:30.151826,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6894,3915216
2026-07-20 06:58:30.170706,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6278,3915217
2026-07-20 06:58:30.170764,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5cc4,3915218
