時刻,EventID,イベント種別,分類,対象,対象種別,対象種別備考,プロセス名,プロセスID,ユーザー,アクセス内容,HandleId,RecordId
2026-07-20 06:58:17.544729,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6654,3914889
2026-07-20 06:58:17.547046,4656,ハンドル要求,シグナル,D:\tmp\ProbeTest\delete_folder_complete,判別不明,拡張子なし、かつ記録時点で対象が存在しないため判定不能(削除・リネーム等の可能性),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ReadAttributes, Delete, Synchronize (0x110080)",0x5dc0,3914892
2026-07-20 06:58:17.547050,4663,アクセス試行,シグナル,D:\tmp\ProbeTest\delete_folder_complete,判別不明,拡張子なし、かつ記録時点で対象が存在しないため判定不能(削除・リネーム等の可能性),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,Delete (0x10000),0x5dc0,3914893
2026-07-20 06:58:17.547076,4658,ハンドルクローズ,シグナル,D:\tmp\ProbeTest\delete_folder_complete,判別不明,拡張子なし、かつ記録時点で対象が存在しないため判定不能(削除・リネーム等の可能性),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5dc0,3914894
2026-07-20 06:58:17.547566,4656,ハンドル要求,シグナル,D:\tmp\ProbeTest\delete_folder_complete\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,Delete (0x10000),0x5dc0,3914898
2026-07-20 06:58:17.547568,4658,ハンドルクローズ,シグナル,D:\tmp\ProbeTest\delete_folder_complete\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5dc0,3914899
2026-07-20 06:58:17.547854,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, Synchronize (0x100001)",0x5dc0,3914902
2026-07-20 06:58:17.547858,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5dc0,3914903
2026-07-20 06:58:17.547870,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5dc0,3914904
2026-07-20 06:58:17.547979,4656,ハンドル要求,シグナル,D:\tmp\ProbeTest\delete_folder_complete,判別不明,拡張子なし、かつ記録時点で対象が存在しないため判定不能(削除・リネーム等の可能性),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ReadAttributes, Delete, Synchronize (0x110080)",0x5dc0,3914907
2026-07-20 06:58:17.547982,4663,アクセス試行,シグナル,D:\tmp\ProbeTest\delete_folder_complete,判別不明,拡張子なし、かつ記録時点で対象が存在しないため判定不能(削除・リネーム等の可能性),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,Delete (0x10000),0x5dc0,3914908
2026-07-20 06:58:17.547985,4660,削除,シグナル,D:\tmp\ProbeTest\delete_folder_complete,判別不明,拡張子なし、かつ記録時点で対象が存在しないため判定不能(削除・リネーム等の可能性),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5dc0,3914909
2026-07-20 06:58:17.551009,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x577c,3914913
2026-07-20 06:58:17.551013,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x577c,3914914
2026-07-20 06:58:17.551181,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x4a24,3914917
2026-07-20 06:58:17.551184,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x4a24,3914918
2026-07-20 06:58:18.514542,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x618c,3914921
2026-07-20 06:58:18.514543,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x618c,3914922
2026-07-20 06:58:18.514861,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x3f5c,3914925
2026-07-20 06:58:18.514866,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x3f5c,3914926
2026-07-20 06:58:18.514988,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x5460,3914929
2026-07-20 06:58:18.514992,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5460,3914930
2026-07-20 06:58:18.522997,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6950,3914933
2026-07-20 06:58:18.523001,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6950,3914934
2026-07-20 06:58:18.523002,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6950,3914935
2026-07-20 06:58:18.543061,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x577c,3914936
2026-07-20 06:58:18.543136,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x4a24,3914937
2026-07-20 06:58:20.075872,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x69b8,3914940
2026-07-20 06:58:20.075874,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x69b8,3914941
2026-07-20 06:58:20.076136,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x568c,3914944
2026-07-20 06:58:20.076139,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x568c,3914945
2026-07-20 06:58:20.076261,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x5494,3914948
2026-07-20 06:58:20.076264,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5494,3914949
2026-07-20 06:58:20.086021,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x648c,3914952
2026-07-20 06:58:20.086025,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x648c,3914953
2026-07-20 06:58:20.086100,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x648c,3914954
2026-07-20 06:58:20.103118,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x3f5c,3914955
2026-07-20 06:58:20.103199,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5460,3914956
2026-07-20 06:58:20.473163,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, Synchronize (0x100001)",0x5310,3914959
2026-07-20 06:58:20.473167,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5310,3914960
2026-07-20 06:58:20.473220,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5310,3914961
2026-07-20 06:58:20.493480,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x577c,3914964
2026-07-20 06:58:20.493483,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x577c,3914965
2026-07-20 06:58:20.493485,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x577c,3914966
2026-07-20 06:58:20.494711,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x568c,3914967
2026-07-20 06:58:20.494739,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5494,3914968
2026-07-20 06:58:20.497158,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"Read, Synchronize (0x120089)",0x643c,3914971
2026-07-20 06:58:20.497390,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, Synchronize (0x100001)",0x301c,3914974
2026-07-20 06:58:20.497392,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x301c,3914975
2026-07-20 06:58:20.497466,4656,ハンドル要求,シグナル,D:\tmp\ProbeTest\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"CreateFiles, WriteExtendedAttributes, WriteAttributes, Delete, Read, ChangePermissions, Synchronize (0x17019B)",0x301c,3914978
2026-07-20 06:58:20.497470,4663,アクセス試行,シグナル,D:\tmp\ProbeTest\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,WriteAttributes (0x100),0x301c,3914979
2026-07-20 06:58:20.497593,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x643c,3914980
2026-07-20 06:58:20.497597,4658,ハンドルクローズ,シグナル,D:\tmp\ProbeTest\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x301c,3914981
2026-07-20 06:58:20.499242,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders\CopyFolderSource\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"Read, Synchronize (0x120089)",0x301c,3914984
2026-07-20 06:58:20.499403,4656,ハンドル要求,シグナル,D:\tmp\ProbeTest\CopyFolderSource\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"Write, Delete, Read, ChangePermissions, Synchronize (0x17019F)",0x6708,3914987
2026-07-20 06:58:20.499545,4663,アクセス試行,シグナル,D:\tmp\ProbeTest\CopyFolderSource\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ChangePermissions (0x40000),0x643c,3914991
2026-07-20 06:58:20.499620,4670,権限変更,シグナル,D:\tmp\ProbeTest\CopyFolderSource\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x643c,3914992
2026-07-20 06:58:20.499627,4658,ハンドルクローズ,シグナル,D:\tmp\ProbeTest\CopyFolderSource\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x643c,3914993
2026-07-20 06:58:20.499638,4663,アクセス試行,シグナル,D:\tmp\ProbeTest\CopyFolderSource\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,CreateFiles (0x2),0x6708,3914994
2026-07-20 06:58:20.499660,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders\CopyFolderSource\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x301c,3914997
2026-07-20 06:58:20.499668,4663,アクセス試行,シグナル,D:\tmp\ProbeTest\CopyFolderSource\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,CreateDirectories (0x4),0x6708,3914998
2026-07-20 06:58:20.499919,4663,アクセス試行,シグナル,D:\tmp\ProbeTest\CopyFolderSource\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,WriteAttributes (0x100),0x6708,3914999
2026-07-20 06:58:20.500000,4658,ハンドルクローズ,シグナル,D:\tmp\ProbeTest\CopyFolderSource\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6708,3915000
2026-07-20 06:58:20.500010,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders\CopyFolderSource\inner.txt,ファイル,拡張子から推定(ファイルシステムは未確認),C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x301c,3915001
2026-07-20 06:58:20.500633,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, Synchronize (0x100001)",0x301c,3915004
2026-07-20 06:58:20.500637,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x301c,3915005
2026-07-20 06:58:20.500639,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders\CopyFolderSource,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x301c,3915006
2026-07-20 06:58:20.502084,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6ae8,3915011
2026-07-20 06:58:20.502087,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6ae8,3915012
2026-07-20 06:58:20.502280,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x5d6c,3915015
2026-07-20 06:58:20.502300,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5d6c,3915016
2026-07-20 06:58:20.504179,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x55a4,3915019
2026-07-20 06:58:20.504204,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x55a4,3915020
2026-07-20 06:58:20.504214,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x55a4,3915021
2026-07-20 06:58:20.505551,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x686c,3915024
2026-07-20 06:58:20.505593,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x686c,3915025
2026-07-20 06:58:20.505595,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x686c,3915026
2026-07-20 06:58:20.516344,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x5460,3915029
2026-07-20 06:58:20.516349,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5460,3915030
2026-07-20 06:58:20.516350,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5460,3915031
2026-07-20 06:58:20.556312,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6b80,3915034
2026-07-20 06:58:20.556316,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6b80,3915035
2026-07-20 06:58:20.556329,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6b80,3915036
2026-07-20 06:58:21.833230,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x4c64,3915039
2026-07-20 06:58:21.833336,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x4c64,3915040
2026-07-20 06:58:21.833538,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x5d34,3915043
2026-07-20 06:58:21.833542,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x5d34,3915044
2026-07-20 06:58:21.833672,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x62c0,3915047
2026-07-20 06:58:21.833675,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x62c0,3915048
2026-07-20 06:58:21.840412,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x669c,3915051
2026-07-20 06:58:21.840417,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x669c,3915052
2026-07-20 06:58:21.840496,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x669c,3915053
2026-07-20 06:58:21.855979,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6ae8,3915054
2026-07-20 06:58:21.856064,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5d6c,3915055
2026-07-20 06:58:23.265554,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6bcc,3915058
2026-07-20 06:58:23.265564,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x6bcc,3915059
2026-07-20 06:58:23.266071,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x6390,3915062
2026-07-20 06:58:23.266075,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x6390,3915063
2026-07-20 06:58:23.266217,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x4b04,3915066
2026-07-20 06:58:23.266220,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x4b04,3915067
2026-07-20 06:58:23.275614,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, ReadAttributes, Synchronize (0x100081)",0x618c,3915070
2026-07-20 06:58:23.275618,4663,アクセス試行,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,ListDirectory (0x1),0x618c,3915071
2026-07-20 06:58:23.275675,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x618c,3915072
2026-07-20 06:58:23.295366,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x5d34,3915073
2026-07-20 06:58:23.295445,4658,ハンドルクローズ,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,,0x62c0,3915074
2026-07-20 06:58:23.632968,4656,ハンドル要求,閲覧のみ,D:\tmp\ProbeTest\SourceFolders,フォルダ,Directory.Existsで確認,C:\Windows\explorer.exe,0x119c,WIN-DESK-2022\s0911,"ListDirectory, Synchronize (0x100001)",0x6b74,3915077
