"時刻","操作","EventID","SubjectUserSid","SubjectUserName","SubjectDomainName","SubjectLogonId","ObjectType","IpAddress","IpPort","ShareName","ShareLocalPath","RelativeTargetName","AccessMask","AccessMask解釈","AccessList","AccessList解釈","AccessReason","AccessReason解釈","その他"
"23:04:16.491486","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:17.960836","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","copy_source.txt","0x100080","ReadAttributes, Synchronize","%%1541 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:17.961247","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","Source","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:17.961583","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","Source","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:17.961914","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","copy_source.txt:Zone.Identifier","0x100080","ReadAttributes, Synchronize","%%1541 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:17.962213","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","copy_source.txt:Zone.Identifier","0x100080","ReadAttributes, Synchronize","%%1541 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.476876","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.477175","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.477472","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x120089","Read, Synchronize","%%1538 /     %%1541 /     %%4416 /     %%4419 /     %%4423 /     ","READ_CONTROL(%%1538), SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadEA(%%4419), ReadAttributes(%%4423)","%%1538: %%1801 D:(A;;FA;;;WD) /     %%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4419: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","READ_CONTROL: 許可 D:(A;;FA;;;WD) / SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadEA: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.477679","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","Source\move_source.txt","0x20080","ReadAttributes, ReadPermissions","%%1538 /     %%4423 /     ","READ_CONTROL(%%1538), ReadAttributes(%%4423)","%%1538: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","READ_CONTROL: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.477895","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","Source\move_source.txt","0x110080","ReadAttributes, Delete, Synchronize","%%1537 /     %%1541 /     %%4423 /     ","DELETE(%%1537), SYNCHRONIZE(%%1541), ReadAttributes(%%4423)","%%1537: %%1801 D:(A;;FA;;;WD) /     %%1541: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","DELETE: 許可 D:(A;;FA;;;WD) / SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.478085","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.478247","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x80","ReadAttributes","%%4423 /     ","ReadAttributes(%%4423)","%%4423: %%1801 D:(A;;FA;;;WD) /     ","ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.478604","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","SOURCE","0x20080","ReadAttributes, ReadPermissions","%%1538 /     %%4423 /     ","READ_CONTROL(%%1538), ReadAttributes(%%4423)","%%1538: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","READ_CONTROL: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.478774","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x20080","ReadAttributes, ReadPermissions","%%1538 /     %%4423 /     ","READ_CONTROL(%%1538), ReadAttributes(%%4423)","%%1538: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","READ_CONTROL: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.478968","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.479229","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.479469","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:19.479694","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x100080","ReadAttributes, Synchronize","%%1541 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:20.945046","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","move_source.txt","0x100080","ReadAttributes, Synchronize","%%1541 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:20.945309","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","Source","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:20.945473","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","Source","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:28.035358","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","Source\rename_source.txt","0x110080","ReadAttributes, Delete, Synchronize","%%1537 /     %%1541 /     %%4423 /     ","DELETE(%%1537), SYNCHRONIZE(%%1541), ReadAttributes(%%4423)","%%1537: %%1801 D:(A;;FA;;;WD) /     %%1541: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","DELETE: 許可 D:(A;;FA;;;WD) / SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:28.035579","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","SOURCE","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:28.035850","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","Source","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:28.036164","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","Source","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:28.036498","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x100080","ReadAttributes, Synchronize","%%1541 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:28.036790","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:28.037086","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","Source","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:28.037307","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:28.037586","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:28.037840","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","Source\rename_sourcehogehoge.txt","0x100080","ReadAttributes, Synchronize","%%1541 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:31.137783","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","delete_folder_normal\desktop.ini","0x120089","Read, Synchronize","%%1538 /     %%1541 /     %%4416 /     %%4419 /     %%4423 /     ","READ_CONTROL(%%1538), SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadEA(%%4419), ReadAttributes(%%4423)","%%1538: %%1801 D:(A;;FA;;;WD) /     %%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4419: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","READ_CONTROL: 許可 D:(A;;FA;;;WD) / SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadEA: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:31.138107","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","delete_folder_normal","0x100081","ListDirectory, ReadAttributes, Synchronize","%%1541 /     %%4416 /     %%4423 /     ","SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadAttributes(%%4423)","%%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:31.138366","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","\","0x120089","Read, Synchronize","%%1538 /     %%1541 /     %%4416 /     %%4419 /     %%4423 /     ","READ_CONTROL(%%1538), SYNCHRONIZE(%%1541), ReadData(ListDirectory)(%%4416), ReadEA(%%4419), ReadAttributes(%%4423)","%%1538: %%1801 D:(A;;FA;;;WD) /     %%1541: %%1801 D:(A;;FA;;;WD) /     %%4416: %%1801 D:(A;;FA;;;WD) /     %%4419: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","READ_CONTROL: 許可 D:(A;;FA;;;WD) / SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadData(ListDirectory): 許可 D:(A;;FA;;;WD) / ReadEA: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:31.138666","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","DELETE_FOLDER_NORMAL","0x110080","ReadAttributes, Delete, Synchronize","%%1537 /     %%1541 /     %%4423 /     ","DELETE(%%1537), SYNCHRONIZE(%%1541), ReadAttributes(%%4423)","%%1537: %%1801 D:(A;;FA;;;WD) /     %%1541: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","DELETE: 許可 D:(A;;FA;;;WD) / SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:31.139184","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","delete_folder_normal\inner.txt","0x10080","ReadAttributes, Delete","%%1537 /     %%4423 /     ","DELETE(%%1537), ReadAttributes(%%4423)","%%1537: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","DELETE: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
"23:04:31.139641","ShareFileAccess","5145","S-1-5-21-3393082697-3192495989-2329455330-1012","smbtest","WIN-DESK-2022","0x70288c06","File","192.168.1.20","49690","\\*\ProbeTest","\??\D:\tmp\ProbeTest","DELETE_FOLDER_NORMAL","0x110080","ReadAttributes, Delete, Synchronize","%%1537 /     %%1541 /     %%4423 /     ","DELETE(%%1537), SYNCHRONIZE(%%1541), ReadAttributes(%%4423)","%%1537: %%1801 D:(A;;FA;;;WD) /     %%1541: %%1801 D:(A;;FA;;;WD) /     %%4423: %%1801 D:(A;;FA;;;WD) /     ","DELETE: 許可 D:(A;;FA;;;WD) / SYNCHRONIZE: 許可 D:(A;;FA;;;WD) / ReadAttributes: 許可 D:(A;;FA;;;WD)",""
